hgnc_id	symbol	locus_group	locus_type	status
HGNC:25918	VCF1	protein-coding gene	gene with protein product	Approved
HGNC:25085	VCF2	protein-coding gene	gene with protein product	Approved
HGNC:12665	VCL	protein-coding gene	gene with protein product	Approved
HGNC:12666	VCP	protein-coding gene	gene with protein product	Approved
HGNC:30897	VCPIP1	protein-coding gene	gene with protein product	Approved
HGNC:20352	VCPKMT	protein-coding gene	gene with protein product	Approved
HGNC:12667	VCX	protein-coding gene	gene with protein product	Approved
HGNC:18158	VCX2	protein-coding gene	gene with protein product	Approved
HGNC:18159	VCX3A	protein-coding gene	gene with protein product	Approved
HGNC:31838	VCX3B	protein-coding gene	gene with protein product	Approved
HGNC:12668	VCY	protein-coding gene	gene with protein product	Approved
HGNC:31751	VCY1B	protein-coding gene	gene with protein product	Approved
HGNC:12669	VDAC1	protein-coding gene	gene with protein product	Approved
HGNC:12672	VDAC2	protein-coding gene	gene with protein product	Approved
HGNC:12674	VDAC3	protein-coding gene	gene with protein product	Approved
HGNC:12679	VDR	protein-coding gene	gene with protein product	Approved
HGNC:12680	VEGFA	protein-coding gene	gene with protein product	Approved
HGNC:12681	VEGFB	protein-coding gene	gene with protein product	Approved
HGNC:12682	VEGFC	protein-coding gene	gene with protein product	Approved
HGNC:3708	VEGFD	protein-coding gene	gene with protein product	Approved
HGNC:13639	VENTX	protein-coding gene	gene with protein product	Approved
HGNC:25735	VEPH1	protein-coding gene	gene with protein product	Approved
HGNC:12949	VEZF1	protein-coding gene	gene with protein product	Approved
HGNC:18258	VEZT	protein-coding gene	gene with protein product	Approved
HGNC:12684	VGF	protein-coding gene	gene with protein product	Approved
HGNC:20985	VGLL1	protein-coding gene	gene with protein product	Approved
HGNC:20232	VGLL2	protein-coding gene	gene with protein product	Approved
HGNC:24327	VGLL3	protein-coding gene	gene with protein product	Approved
HGNC:28966	VGLL4	protein-coding gene	gene with protein product	Approved
HGNC:12687	VHL	protein-coding gene	gene with protein product	Approved
HGNC:30666	VHLL	protein-coding gene	gene with protein product	Approved
HGNC:12690	VIL1	protein-coding gene	gene with protein product	Approved
HGNC:30906	VILL	protein-coding gene	gene with protein product	Approved
HGNC:12692	VIM	protein-coding gene	gene with protein product	Approved
HGNC:12693	VIP	protein-coding gene	gene with protein product	Approved
HGNC:20347	VIPAS39	protein-coding gene	gene with protein product	Approved
HGNC:12694	VIPR1	protein-coding gene	gene with protein product	Approved
HGNC:12695	VIPR2	protein-coding gene	gene with protein product	Approved
HGNC:24500	VIRMA	protein-coding gene	gene with protein product	Approved
HGNC:12697	VIT	protein-coding gene	gene with protein product	Approved
HGNC:23663	VKORC1	protein-coding gene	gene with protein product	Approved
HGNC:21492	VKORC1L1	protein-coding gene	gene with protein product	Approved
HGNC:12698	VLDLR	protein-coding gene	gene with protein product	Approved
HGNC:18085	VMA12	protein-coding gene	gene with protein product	Approved
HGNC:22082	VMA21	protein-coding gene	gene with protein product	Approved
HGNC:28178	VMA22	protein-coding gene	gene with protein product	Approved
HGNC:33803	VMAC	protein-coding gene	gene with protein product	Approved
HGNC:30387	VMO1	protein-coding gene	gene with protein product	Approved
HGNC:29559	VMP1	protein-coding gene	gene with protein product	Approved
HGNC:13548	VN1R1	protein-coding gene	gene with protein product	Approved
HGNC:19872	VN1R2	protein-coding gene	gene with protein product	Approved
HGNC:19871	VN1R4	protein-coding gene	gene with protein product	Approved
HGNC:19870	VN1R5	protein-coding gene	gene with protein product	Approved
HGNC:12705	VNN1	protein-coding gene	gene with protein product	Approved
HGNC:12706	VNN2	protein-coding gene	gene with protein product	Approved
HGNC:34518	VOPP1	protein-coding gene	gene with protein product	Approved
HGNC:12709	VPREB1	protein-coding gene	gene with protein product	Approved
HGNC:12710	VPREB3	protein-coding gene	gene with protein product	Approved
HGNC:13488	VPS4A	protein-coding gene	gene with protein product	Approved
HGNC:10895	VPS4B	protein-coding gene	gene with protein product	Approved
HGNC:29122	VPS8	protein-coding gene	gene with protein product	Approved
HGNC:13526	VPS9D1	protein-coding gene	gene with protein product	Approved
HGNC:14583	VPS11	protein-coding gene	gene with protein product	Approved
HGNC:1908	VPS13A	protein-coding gene	gene with protein product	Approved
HGNC:2183	VPS13B	protein-coding gene	gene with protein product	Approved
HGNC:23594	VPS13C	protein-coding gene	gene with protein product	Approved
HGNC:23595	VPS13D	protein-coding gene	gene with protein product	Approved
HGNC:14584	VPS16	protein-coding gene	gene with protein product	Approved
HGNC:15972	VPS18	protein-coding gene	gene with protein product	Approved
HGNC:28122	VPS25	protein-coding gene	gene with protein product	Approved
HGNC:12711	VPS26A	protein-coding gene	gene with protein product	Approved
HGNC:28119	VPS26B	protein-coding gene	gene with protein product	Approved
HGNC:3044	VPS26C	protein-coding gene	gene with protein product	Approved
HGNC:18178	VPS28	protein-coding gene	gene with protein product	Approved
HGNC:14340	VPS29	protein-coding gene	gene with protein product	Approved
HGNC:18179	VPS33A	protein-coding gene	gene with protein product	Approved
HGNC:12712	VPS33B	protein-coding gene	gene with protein product	Approved
HGNC:13487	VPS35	protein-coding gene	gene with protein product	Approved
HGNC:24641	VPS35L	protein-coding gene	gene with protein product	Approved
HGNC:20312	VPS36	protein-coding gene	gene with protein product	Approved
HGNC:24928	VPS37A	protein-coding gene	gene with protein product	Approved
HGNC:25754	VPS37B	protein-coding gene	gene with protein product	Approved
HGNC:26097	VPS37C	protein-coding gene	gene with protein product	Approved
HGNC:18287	VPS37D	protein-coding gene	gene with protein product	Approved
HGNC:20593	VPS39	protein-coding gene	gene with protein product	Approved
HGNC:12713	VPS41	protein-coding gene	gene with protein product	Approved
HGNC:14579	VPS45	protein-coding gene	gene with protein product	Approved
HGNC:25956	VPS50	protein-coding gene	gene with protein product	Approved
HGNC:1172	VPS51	protein-coding gene	gene with protein product	Approved
HGNC:10518	VPS52	protein-coding gene	gene with protein product	Approved
HGNC:25608	VPS53	protein-coding gene	gene with protein product	Approved
HGNC:18652	VPS54	protein-coding gene	gene with protein product	Approved
HGNC:11644	VPS72	protein-coding gene	gene with protein product	Approved
HGNC:12718	VRK1	protein-coding gene	gene with protein product	Approved
HGNC:12719	VRK2	protein-coding gene	gene with protein product	Approved
HGNC:18996	VRK3	protein-coding gene	gene with protein product	Approved
HGNC:20223	VRTN	protein-coding gene	gene with protein product	Approved
HGNC:28675	VSIG1	protein-coding gene	gene with protein product	Approved
HGNC:17149	VSIG2	protein-coding gene	gene with protein product	Approved
HGNC:17032	VSIG4	protein-coding gene	gene with protein product	Approved
HGNC:32063	VSIG8	protein-coding gene	gene with protein product	Approved
HGNC:26078	VSIG10	protein-coding gene	gene with protein product	Approved
HGNC:27111	VSIG10L	protein-coding gene	gene with protein product	Approved
HGNC:27879	VSIG10L2	protein-coding gene	gene with protein product	Approved
HGNC:30085	VSIR	protein-coding gene	gene with protein product	Approved
HGNC:12722	VSNL1	protein-coding gene	gene with protein product	Approved
HGNC:29455	VSTM1	protein-coding gene	gene with protein product	Approved
HGNC:28499	VSTM2A	protein-coding gene	gene with protein product	Approved
HGNC:33595	VSTM2B	protein-coding gene	gene with protein product	Approved
HGNC:16096	VSTM2L	protein-coding gene	gene with protein product	Approved
HGNC:26470	VSTM4	protein-coding gene	gene with protein product	Approved
HGNC:34443	VSTM5	protein-coding gene	gene with protein product	Approved
HGNC:12723	VSX1	protein-coding gene	gene with protein product	Approved
HGNC:1975	VSX2	protein-coding gene	gene with protein product	Approved
HGNC:20954	VTA1	protein-coding gene	gene with protein product	Approved
HGNC:28873	VTCN1	protein-coding gene	gene with protein product	Approved
HGNC:17792	VTI1A	protein-coding gene	gene with protein product	Approved
HGNC:17793	VTI1B	protein-coding gene	gene with protein product	Approved
HGNC:12724	VTN	protein-coding gene	gene with protein product	Approved
HGNC:30910	VWA1	protein-coding gene	gene with protein product	Approved
HGNC:24709	VWA2	protein-coding gene	gene with protein product	Approved
HGNC:27088	VWA3A	protein-coding gene	gene with protein product	Approved
HGNC:28385	VWA3B	protein-coding gene	gene with protein product	Approved
HGNC:6658	VWA5A	protein-coding gene	gene with protein product	Approved
HGNC:26538	VWA5B1	protein-coding gene	gene with protein product	Approved
HGNC:25144	VWA5B2	protein-coding gene	gene with protein product	Approved
HGNC:13939	VWA7	protein-coding gene	gene with protein product	Approved
HGNC:29071	VWA8	protein-coding gene	gene with protein product	Approved
HGNC:30200	VWC2	protein-coding gene	gene with protein product	Approved
HGNC:37203	VWC2L	protein-coding gene	gene with protein product	Approved
HGNC:26487	VWCE	protein-coding gene	gene with protein product	Approved
HGNC:21897	VWDE	protein-coding gene	gene with protein product	Approved
HGNC:12726	VWF	protein-coding gene	gene with protein product	Approved
HGNC:28498	VXN	protein-coding gene	gene with protein product	Approved
HGNC:17327	WAC	protein-coding gene	gene with protein product	Approved
HGNC:23293	WAPL	protein-coding gene	gene with protein product	Approved
HGNC:12729	WARS1	protein-coding gene	gene with protein product	Approved
HGNC:12730	WARS2	protein-coding gene	gene with protein product	Approved
HGNC:12731	WAS	protein-coding gene	gene with protein product	Approved
HGNC:12732	WASF1	protein-coding gene	gene with protein product	Approved
HGNC:12733	WASF2	protein-coding gene	gene with protein product	Approved
HGNC:12734	WASF3	protein-coding gene	gene with protein product	Approved
HGNC:24361	WASHC1	protein-coding gene	gene with protein product	Approved
HGNC:23416	WASHC2A	protein-coding gene	gene with protein product	Approved
HGNC:23414	WASHC2C	protein-coding gene	gene with protein product	Approved
HGNC:24256	WASHC3	protein-coding gene	gene with protein product	Approved
HGNC:29174	WASHC4	protein-coding gene	gene with protein product	Approved
HGNC:28984	WASHC5	protein-coding gene	gene with protein product	Approved
HGNC:12735	WASL	protein-coding gene	gene with protein product	Approved
HGNC:12737	WBP1	protein-coding gene	gene with protein product	Approved
HGNC:23510	WBP1L	protein-coding gene	gene with protein product	Approved
HGNC:12738	WBP2	protein-coding gene	gene with protein product	Approved
HGNC:28389	WBP2NL	protein-coding gene	gene with protein product	Approved
HGNC:12739	WBP4	protein-coding gene	gene with protein product	Approved
HGNC:16461	WBP11	protein-coding gene	gene with protein product	Approved
HGNC:26157	WDCP	protein-coding gene	gene with protein product	Approved
HGNC:20451	WDFY1	protein-coding gene	gene with protein product	Approved
HGNC:20482	WDFY2	protein-coding gene	gene with protein product	Approved
HGNC:20751	WDFY3	protein-coding gene	gene with protein product	Approved
HGNC:29323	WDFY4	protein-coding gene	gene with protein product	Approved
HGNC:23170	WDHD1	protein-coding gene	gene with protein product	Approved
HGNC:28027	WDPCP	protein-coding gene	gene with protein product	Approved
HGNC:12754	WDR1	protein-coding gene	gene with protein product	Approved
HGNC:12755	WDR3	protein-coding gene	gene with protein product	Approved
HGNC:12756	WDR4	protein-coding gene	gene with protein product	Approved
HGNC:12757	WDR5	protein-coding gene	gene with protein product	Approved
HGNC:17826	WDR5B	protein-coding gene	gene with protein product	Approved
HGNC:12758	WDR6	protein-coding gene	gene with protein product	Approved
HGNC:13490	WDR7	protein-coding gene	gene with protein product	Approved
HGNC:13831	WDR11	protein-coding gene	gene with protein product	Approved
HGNC:14098	WDR12	protein-coding gene	gene with protein product	Approved
HGNC:14352	WDR13	protein-coding gene	gene with protein product	Approved
HGNC:16661	WDR17	protein-coding gene	gene with protein product	Approved
HGNC:17956	WDR18	protein-coding gene	gene with protein product	Approved
HGNC:18340	WDR19	protein-coding gene	gene with protein product	Approved
HGNC:19667	WDR20	protein-coding gene	gene with protein product	Approved
HGNC:20852	WDR24	protein-coding gene	gene with protein product	Approved
HGNC:21064	WDR25	protein-coding gene	gene with protein product	Approved
HGNC:21208	WDR26	protein-coding gene	gene with protein product	Approved
HGNC:21248	WDR27	protein-coding gene	gene with protein product	Approved
HGNC:21421	WDR31	protein-coding gene	gene with protein product	Approved
HGNC:25651	WDR33	protein-coding gene	gene with protein product	Approved
HGNC:29250	WDR35	protein-coding gene	gene with protein product	Approved
HGNC:30696	WDR36	protein-coding gene	gene with protein product	Approved
HGNC:31406	WDR37	protein-coding gene	gene with protein product	Approved
HGNC:23745	WDR38	protein-coding gene	gene with protein product	Approved
HGNC:25601	WDR41	protein-coding gene	gene with protein product	Approved
HGNC:28945	WDR43	protein-coding gene	gene with protein product	Approved
HGNC:30512	WDR44	protein-coding gene	gene with protein product	Approved
HGNC:28912	WDR45	protein-coding gene	gene with protein product	Approved
HGNC:25072	WDR45B	protein-coding gene	gene with protein product	Approved
HGNC:13923	WDR46	protein-coding gene	gene with protein product	Approved
HGNC:29141	WDR47	protein-coding gene	gene with protein product	Approved
HGNC:30914	WDR48	protein-coding gene	gene with protein product	Approved
HGNC:26587	WDR49	protein-coding gene	gene with protein product	Approved
HGNC:28786	WDR53	protein-coding gene	gene with protein product	Approved
HGNC:25770	WDR54	protein-coding gene	gene with protein product	Approved
